,IS2_file,S1_id,start_date,end_date,track,cycle
61,ATL10-02_20191021104337_03750501_005_02.h5,COPERNICUS/S2_SR/20191021T100059_20191021T100056_T23CNN,10/21/2019,10/22/2019,375,5
62,ATL10-02_20191022101758_03900501_005_02.h5,COPERNICUS/S2_SR/20191022T093019_20191022T093013_T24CWT,10/22/2019,10/23/2019,390,5
63,ATL10-02_20191022101758_03900501_005_02.h5,COPERNICUS/S2_SR/20191022T093019_20191022T093013_T24CWU,10/22/2019,10/23/2019,390,5
64,ATL10-02_20191022101758_03900501_005_02.h5,COPERNICUS/S2_SR/20191022T093019_20191022T093013_T25CDP,10/22/2019,10/23/2019,390,5
65,ATL10-02_20191022101758_03900501_005_02.h5,COPERNICUS/S2_SR/20191022T093019_20191022T093013_T25CDQ,10/22/2019,10/23/2019,390,5
66,ATL10-02_20191022115216_03910501_005_02.h5,COPERNICUS/S2_SR/20191022T124909_20191022T124907_T22DDP,10/22/2019,10/23/2019,391,5
67,ATL10-02_20191023095219_04050501_005_02.h5,COPERNICUS/S2_SR/20191023T085959_20191023T085957_T25CEP,10/23/2019,10/24/2019,405,5
68,ATL10-02_20191023095219_04050501_005_02.h5,COPERNICUS/S2_SR/20191023T085959_20191023T085957_T26CMU,10/23/2019,10/24/2019,405,5
69,ATL10-02_20191024092640_04200501_005_02.h5,COPERNICUS/S2_SR/20191024T082939_20191024T083005_T26CNU,10/24/2019,10/25/2019,420,5
70,ATL10-02_20191024092640_04200501_005_02.h5,COPERNICUS/S2_SR/20191024T082939_20191024T083005_T27CVP,10/24/2019,10/25/2019,420,5
71,ATL10-02_20191024092640_04200501_005_02.h5,COPERNICUS/S2_SR/20191024T082939_20191024T083005_T27CVQ,10/24/2019,10/25/2019,420,5
72,ATL10-02_20191025090101_04350501_005_02.h5,COPERNICUS/S2_SR/20191025T094019_20191025T094019_T28CDC,10/25/2019,10/26/2019,435,5
73,ATL10-02_20191025090101_04350501_005_02.h5,COPERNICUS/S2_SR/20191025T094019_20191025T094019_T28CEC,10/25/2019,10/26/2019,435,5
74,ATL10-02_20191025090101_04350501_005_02.h5,COPERNICUS/S2_SR/20191025T094019_20191025T094019_T28CED,10/25/2019,10/26/2019,435,5
75,ATL10-02_20191025090101_04350501_005_02.h5,COPERNICUS/S2_SR/20191025T094019_20191025T094019_T28CEE,10/25/2019,10/26/2019,435,5
76,ATL10-02_20191025090101_04350501_005_02.h5,COPERNICUS/S2_SR/20191025T094019_20191025T094019_T28DEF,10/25/2019,10/26/2019,435,5
77,ATL10-02_20191025120935_04370501_005_02.h5,COPERNICUS/S2_SR/20191025T125909_20191025T125905_T21DVJ,10/25/2019,10/26/2019,437,5
78,ATL10-02_20191031093538_05270501_005_02.h5,COPERNICUS/S2_SR/20191031T100059_20191031T100055_T25CER,10/31/2019,11/1/2019,527,5
79,ATL10-02_20191031093538_05270501_005_02.h5,COPERNICUS/S2_SR/20191031T100059_20191031T100055_T26CMB,10/31/2019,11/1/2019,527,5
80,ATL10-02_20191031093538_05270501_005_02.h5,COPERNICUS/S2_SR/20191031T100059_20191031T100055_T26CMD,10/31/2019,11/1/2019,527,5
81,ATL10-02_20191102084419_05570501_005_02.h5,COPERNICUS/S2_SR/20191102T085959_20191102T085956_T27CWR,11/2/2019,11/3/2019,557,5
82,ATL10-02_20191102084419_05570501_005_02.h5,COPERNICUS/S2_SR/20191102T085959_20191102T085956_T27CWS,11/2/2019,11/3/2019,557,5
83,ATL10-02_20191102084419_05570501_005_02.h5,COPERNICUS/S2_SR/20191102T085959_20191102T085956_T28CDB,11/2/2019,11/3/2019,557,5
84,ATL10-02_20191102084419_05570501_005_02.h5,COPERNICUS/S2_SR/20191102T085959_20191102T085956_T28CDC,11/2/2019,11/3/2019,557,5
85,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T25CEN,11/4/2019,11/5/2019,588,5
86,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T25CEP,11/4/2019,11/5/2019,588,5
87,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T25CEQ,11/4/2019,11/5/2019,588,5
88,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T25CER,11/4/2019,11/5/2019,588,5
89,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T26CMA,11/4/2019,11/5/2019,588,5
90,ATL10-02_20191104092718_05880501_005_02.h5,COPERNICUS/S2_SR/20191104T094019_20191104T094018_T26CMT,11/4/2019,11/5/2019,588,5
91,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T26CMT,11/5/2019,11/6/2019,603,5
92,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T26CNA,11/5/2019,11/6/2019,603,5
93,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T26CNB,11/5/2019,11/6/2019,603,5
94,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T26CNU,11/5/2019,11/6/2019,603,5
95,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T26CNV,11/5/2019,11/6/2019,603,5
96,ATL10-02_20191105090139_06030501_005_02.h5,COPERNICUS/S2_SR/20191105T091009_20191105T091006_T27CVS,11/5/2019,11/6/2019,603,5
97,ATL10-02_20191108105316_06500501_005_02.h5,COPERNICUS/S2_SR/20191108T110249_20191108T110250_T22CDU,11/8/2019,11/9/2019,650,5
98,ATL10-02_20191112091040_07100501_005_02.h5,COPERNICUS/S2_SR/20191112T085959_20191112T085954_T24CWT,11/12/2019,11/13/2019,710,5
99,ATL10-02_20191112091040_07100501_005_02.h5,COPERNICUS/S2_SR/20191112T085959_20191112T085954_T25CDN,11/12/2019,11/13/2019,710,5
